"date","iso_4217","value"
"1985-10-30","GBP","69.18"
"1985-10-31","GBP","69.69"
"1985-11-01","GBP","69.64"
"1985-11-05","GBP","69.43"
"1985-11-06","GBP","69.28"
"1985-11-07","GBP","69.3"
"1985-11-12","GBP","68.56"
"1985-11-13","GBP","68.43"
"1985-11-14","GBP","68.44"
"1985-11-15","GBP","68.81"
"1985-11-16","GBP","68.93"
"1985-11-19","GBP","68.71"
"1985-11-20","GBP","68.91"
"1985-11-21","GBP","69.18"
"1985-11-22","GBP","69.47"
"1985-11-23","GBP","69.5"
"1985-11-26","GBP","70.29"
"1985-11-27","GBP","69.93"
"1985-11-28","GBP","70.25"
"1985-11-29","GBP","70.24"
"1985-11-30","GBP","70.56"
"1985-12-03","GBP","71.07"
"1985-12-04","GBP","70.68"
"1985-12-05","GBP","70.85"
"1985-12-06","GBP","70.57"
"1985-12-07","GBP","70.45"
"1985-12-10","GBP","69.79"
"1985-12-11","GBP","69.03"
"1985-12-12","GBP","68.58"
"1985-12-13","GBP","68.28"
"1985-12-14","GBP","68.78"
"1985-12-17","GBP","68.64"
"1985-12-18","GBP","68.78"
"1985-12-19","GBP","68.44"
"1985-12-20","GBP","67.98"
"1985-12-21","GBP","67.85"
"1985-12-24","GBP","68.02"
"1985-12-28","GBP","68.1"
"1985-12-31","GBP","68.25"
"1986-01-03","GBP","68.78"
"1986-01-04","GBP","68.19"
"1986-01-07","GBP","67.96"
"1986-01-08","GBP","67.97"
"1986-01-09","GBP","68.03"
"1986-01-10","GBP","68.43"
"1986-01-11","GBP","69.06"
"1986-01-14","GBP","68.5"
"1986-01-15","GBP","68.51"
"1986-01-16","GBP","68.13"
"1986-01-17","GBP","68.18"
"1986-01-18","GBP","68.04"
"1986-01-21","GBP","67.78"
"1986-01-22","GBP","67.15"
"1986-01-23","GBP","66.64"
"1986-01-24","GBP","66.02"
"1986-01-25","GBP","65.42"
"1986-01-28","GBP","64.26"
"1986-01-29","GBP","65.37"
"1986-01-30","GBP","65.23"
"1986-01-31","GBP","65.14"
"1986-02-01","GBP","65.58"
"1986-02-04","GBP","64.34"
"1986-02-05","GBP","64.17"
"1986-02-06","GBP","64.34"
"1986-02-07","GBP","64.56"
"1986-02-08","GBP","65.18"
"1986-02-11","GBP","65.21"
"1986-02-12","GBP","64.99"
"1986-02-13","GBP","65.15"
"1986-02-14","GBP","64.97"
"1986-02-15","GBP","64.89"
"1986-02-18","GBP","64.82"
"1986-02-19","GBP","65.04"
"1986-02-20","GBP","65.45"
"1986-02-21","GBP","65.82"
"1986-02-22","GBP","65.51"
"1986-02-25","GBP","65.79"
"1986-02-26","GBP","66.37"
"1986-02-27","GBP","66.13"
"1986-02-28","GBP","67.42"
"1986-03-01","GBP","66.65"
"1986-03-04","GBP","65.33"
"1986-03-05","GBP","65.68"
"1986-03-06","GBP","66.43"
"1986-03-07","GBP","66.64"
"1986-03-08","GBP","66.27"
"1986-03-11","GBP","66.65"
"1986-03-12","GBP","66.9"
"1986-03-13","GBP","68.01"
"1986-03-14","GBP","67.47"
"1986-03-15","GBP","67.35"
"1986-03-18","GBP","66.86"
"1986-03-19","GBP","67.12"
"1986-03-20","GBP","67.82"
"1986-03-21","GBP","68.64"
"1986-03-22","GBP","68.68"
"1986-03-25","GBP","69.3"
"1986-03-26","GBP","68.39"
"1986-03-27","GBP","69.14"
"1986-03-28","GBP","69.27"
"1986-03-29","GBP","69.37"
"1986-04-02","GBP","68.78"
"1986-04-03","GBP","69.59"
"1986-04-04","GBP","69.58"
"1986-04-08","GBP","69.77"
"1986-04-09","GBP","69.88"
"1986-04-10","GBP","68.52"
"1986-04-11","GBP","68.72"
"1986-04-12","GBP","68.84"
"1986-04-15","GBP","69.06"
"1986-04-16","GBP","69.41"
"1986-04-17","GBP","68.83"
"1986-04-18","GBP","68.77"
"1986-04-19","GBP","69.29"
"1986-04-22","GBP","68.48"
"1986-04-23","GBP","68.55"
"1986-04-24","GBP","68.49"
"1986-04-25","GBP","69.27"
"1986-04-26","GBP","69.35"
"1986-04-29","GBP","69.04"
"1986-04-30","GBP","69.3"
"1986-05-01","GBP","69.54"
"1986-05-06","GBP","69.19"
"1986-05-07","GBP","69.5"
"1986-05-08","GBP","69.43"
"1986-05-10","GBP","69.05"
"1986-05-13","GBP","69.17"
"1986-05-14","GBP","69.17"
"1986-05-15","GBP","69.17"
"1986-05-16","GBP","69.25"
"1986-05-17","GBP","69.12"
"1986-05-21","GBP","69.46"
"1986-05-22","GBP","69.39"
"1986-05-23","GBP","69.32"
"1986-05-24","GBP","69.01"
"1986-05-27","GBP","69.19"
"1986-05-28","GBP","69.27"
"1986-05-29","GBP","69.35"
"1986-05-30","GBP","69.56"
"1986-05-31","GBP","69.27"
"1986-06-03","GBP","69.78"
"1986-06-04","GBP","69.77"
"1986-06-05","GBP","69.49"
"1986-06-06","GBP","69.05"
"1986-06-07","GBP","69.4"
"1986-06-10","GBP","69.17"
"1986-06-11","GBP","69.08"
"1986-06-12","GBP","69.97"
"1986-06-13","GBP","69.81"
"1986-06-14","GBP","69.5"
"1986-06-17","GBP","69.52"
"1986-06-18","GBP","69.22"
"1986-06-19","GBP","69.32"
"1986-06-20","GBP","69.3"
"1986-06-21","GBP","69.4"
"1986-06-24","GBP","69.32"
"1986-06-25","GBP","69.55"
"1986-06-26","GBP","69.54"
"1986-06-27","GBP","69.36"
"1986-06-28","GBP","69.64"
"1986-07-01","GBP","69.78"
"1986-07-02","GBP","69.91"
"1986-07-03","GBP","69.83"
"1986-07-04","GBP","69.85"
"1986-07-05","GBP","69.84"
"1986-07-08","GBP","69.59"
"1986-07-09","GBP","69.47"
"1986-07-10","GBP","69.31"
"1986-07-11","GBP","68.96"
"1986-07-12","GBP","68.73"
"1986-07-15","GBP","67.69"
"1986-07-16","GBP","67.25"
"1986-07-17","GBP","67.81"
"1986-07-18","GBP","67.8"
"1986-07-19","GBP","67.41"
"1986-07-22","GBP","66.68"
"1986-07-23","GBP","66.5"
"1986-07-24","GBP","66.48"
"1986-07-25","GBP","66.63"
"1986-07-26","GBP","66.8"
"1986-07-29","GBP","65.81"
"1986-07-30","GBP","65.97"
"1986-07-31","GBP","66.46"
"1986-08-01","GBP","65.95"
"1986-08-02","GBP","65.66"
"1986-08-05","GBP","64.92"
"1986-08-06","GBP","65.49"
"1986-08-07","GBP","65.23"
"1986-08-08","GBP","64.59"
"1986-08-09","GBP","64.8"
"1986-08-12","GBP","64.45"
"1986-08-13","GBP","65.03"
"1986-08-14","GBP","65.02"
"1986-08-15","GBP","64.96"
"1986-08-16","GBP","65.48"
"1986-08-19","GBP","65.28"
"1986-08-20","GBP","65.42"
"1986-08-22","GBP","65.24"
"1986-08-23","GBP","65.07"
"1986-08-26","GBP","64.42"
"1986-08-27","GBP","64.34"
"1986-08-28","GBP","64.66"
"1986-08-29","GBP","64.44"
"1986-08-30","GBP","64.46"
"1986-09-02","GBP","64.41"
"1986-09-03","GBP","64.54"
"1986-09-04","GBP","64.77"
"1986-09-05","GBP","64.87"
"1986-09-06","GBP","65.02"
"1986-09-09","GBP","65.28"
"1986-09-10","GBP","65.19"
"1986-09-11","GBP","64.58"
"1986-09-12","GBP","64.9"
"1986-09-13","GBP","64.63"
"1986-09-16","GBP","64.64"
"1986-09-17","GBP","64.38"
"1986-09-18","GBP","63.91"
"1986-09-19","GBP","63.62"
"1986-09-20","GBP","63.21"
"1986-09-23","GBP","68.34"
"1986-09-24","GBP","67.85"
"1986-09-25","GBP","68.45"
"1986-09-26","GBP","68.07"
"1986-09-27","GBP","67.46"
"1986-09-30","GBP","67.34"
"1986-10-01","GBP","67.54"
"1986-10-02","GBP","67.6"
"1986-10-03","GBP","67.22"
"1986-10-04","GBP","67.04"
"1986-10-07","GBP","66.79"
"1986-10-08","GBP","66.9"
"1986-10-09","GBP","66.35"
"1986-10-10","GBP","66.32"
"1986-10-11","GBP","66.36"
"1986-10-14","GBP","66.29"
"1986-10-15","GBP","66.12"
"1986-10-16","GBP","66.35"
"1986-10-17","GBP","66.42"
"1986-10-18","GBP","65.85"
"1986-10-21","GBP","66.08"
"1986-10-22","GBP","66.52"
"1986-10-23","GBP","66.42"
"1986-10-24","GBP","66.38"
"1986-10-25","GBP","66.15"
"1986-10-28","GBP","66.17"
"1986-10-29","GBP","66.47"
"1986-10-30","GBP","66.3"
"1986-10-31","GBP","65.98"
"1986-11-01","GBP","66.46"
"1986-11-04","GBP","67.09"
"1986-11-05","GBP","66.87"
"1986-11-06","GBP","67.19"
"1986-11-07","GBP","67.57"
"1986-11-11","GBP","67.85"
"1986-11-12","GBP","67.52"
"1986-11-13","GBP","67.03"
"1986-11-14","GBP","66.4"
"1986-11-15","GBP","66.67"
"1986-11-18","GBP","66.67"
"1986-11-19","GBP","66.56"
"1986-11-20","GBP","66.3"
"1986-11-21","GBP","65.86"
"1986-11-22","GBP","66.11"
"1986-11-25","GBP","66.46"
"1986-11-26","GBP","66.2"
"1986-11-27","GBP","66.31"
"1986-11-28","GBP","66.31"
"1986-11-29","GBP","66.49"
"1986-12-02","GBP","66.12"
"1986-12-03","GBP","65.99"
"1986-12-04","GBP","66.4"
"1986-12-05","GBP","66.23"
"1986-12-06","GBP","66.41"
"1986-12-09","GBP","66.32"
"1986-12-10","GBP","66.51"
"1986-12-11","GBP","66.75"
"1986-12-12","GBP","66.57"
"1986-12-13","GBP","66.93"
"1986-12-16","GBP","67.05"
"1986-12-17","GBP","67.27"
"1986-12-18","GBP","66.92"
"1986-12-19","GBP","66.83"
"1986-12-20","GBP","66.88"
"1986-12-23","GBP","66.91"
"1986-12-24","GBP","66.73"
"1986-12-30","GBP","67.05"
"1986-12-31","GBP","67.35"
"1987-01-03","GBP","67.64"
"1987-01-06","GBP","67.56"
"1987-01-07","GBP","67.28"
"1987-01-08","GBP","67.27"
"1987-01-09","GBP","67.19"
"1987-01-10","GBP","67.23"
"1987-01-13","GBP","67.3"
"1987-01-14","GBP","67.18"
"1987-01-15","GBP","67"
"1987-01-16","GBP","66.83"
"1987-01-17","GBP","67.04"
"1987-01-20","GBP","67.6"
"1987-01-21","GBP","67.55"
"1987-01-22","GBP","67.66"
"1987-01-23","GBP","67.96"
"1987-01-24","GBP","67.29"
"1987-01-27","GBP","67.85"
"1987-01-28","GBP","67.62"
"1987-01-29","GBP","67.58"
"1987-01-30","GBP","67.46"
"1987-01-31","GBP","67.51"
"1987-02-03","GBP","67.12"
"1987-02-04","GBP","67.11"
"1987-02-05","GBP","67.21"
"1987-02-06","GBP","67.4"
"1987-02-07","GBP","67.53"
"1987-02-10","GBP","67.49"
"1987-02-11","GBP","67.39"
"1987-02-12","GBP","67.36"
"1987-02-13","GBP","67.31"
"1987-02-14","GBP","67.34"
"1987-02-17","GBP","67.53"
"1987-02-18","GBP","67.57"
"1987-02-19","GBP","67.89"
"1987-02-20","GBP","68.04"
"1987-02-21","GBP","67.86"
"1987-02-24","GBP","68.14"
"1987-02-25","GBP","68.66"
"1987-02-26","GBP","68.32"
"1987-02-27","GBP","68.15"
"1987-02-28","GBP","68.48"
"1987-03-03","GBP","68.96"
"1987-03-04","GBP","69.39"
"1987-03-05","GBP","69.49"
"1987-03-06","GBP","69.6"
"1987-03-07","GBP","70.08"
"1987-03-10","GBP","70.84"
"1987-03-11","GBP","70.69"
"1987-03-12","GBP","76.65"
"1987-03-13","GBP","76.97"
"1987-03-14","GBP","76.25"
"1987-03-17","GBP","75.82"
"1987-03-18","GBP","76.33"
"1987-03-19","GBP","76.76"
"1987-03-20","GBP","76.52"
"1987-03-21","GBP","76.45"
"1987-03-24","GBP","76.88"
"1987-03-25","GBP","77.08"
"1987-03-26","GBP","77.04"
"1987-03-27","GBP","76.52"
"1987-03-28","GBP","76.63"
"1987-03-31","GBP","76.45"
"1987-04-01","GBP","76.14"
"1987-04-02","GBP","76.35"
"1987-04-03","GBP","76.04"
"1987-04-04","GBP","76.44"
"1987-04-07","GBP","77.27"
"1987-04-08","GBP","77.16"
"1987-04-10","GBP","77.31"
"1987-04-11","GBP","77.19"
"1987-04-14","GBP","77.11"
"1987-04-15","GBP","77.08"
"1987-04-16","GBP","77.23"
"1987-04-17","GBP","77.35"
"1987-04-22","GBP","77.56"
"1987-04-23","GBP","77.49"
"1987-04-24","GBP","77.52"
"1987-04-25","GBP","77.89"
"1987-04-28","GBP","78.13"
"1987-04-29","GBP","78.24"
"1987-04-30","GBP","78.07"
"1987-05-01","GBP","78.34"
"1987-05-05","GBP","78.68"
"1987-05-06","GBP","78.73"
"1987-05-07","GBP","78.93"
"1987-05-08","GBP","78.74"
"1987-05-09","GBP","78.98"
"1987-05-12","GBP","78.88"
"1987-05-13","GBP","78.38"
"1987-05-14","GBP","78.64"
"1987-05-15","GBP","78.81"
"1987-05-16","GBP","78.86"
"1987-05-19","GBP","78.94"
"1987-05-20","GBP","78.94"
"1987-05-21","GBP","79.01"
"1987-05-22","GBP","78.82"
"1987-05-23","GBP","78.86"
"1987-05-26","GBP","78.51"
"1987-05-27","GBP","78.29"
"1987-05-28","GBP","77.22"
"1987-05-29","GBP","77.37"
"1987-05-30","GBP","77.48"
"1987-06-02","GBP","77.58"
"1987-06-03","GBP","77.89"
"1987-06-04","GBP","77.77"
"1987-06-05","GBP","77.48"
"1987-06-06","GBP","77.72"
"1987-06-10","GBP","77.83"
"1987-06-11","GBP","78.54"
"1987-06-12","GBP","78.47"
"1987-06-13","GBP","78.43"
"1987-06-16","GBP","78.18"
"1987-06-17","GBP","77.9"
"1987-06-18","GBP","77.88"
"1987-06-19","GBP","77.97"
"1987-06-20","GBP","77.86"
"1987-06-23","GBP","77.11"
"1987-06-24","GBP","76.61"
"1987-06-25","GBP","77.14"
"1987-06-26","GBP","77.05"
"1987-06-27","GBP","77.14"
"1987-06-30","GBP","76.56"
"1987-07-01","GBP","76.91"
"1987-07-02","GBP","77.4"
"1987-07-03","GBP","77.4"
"1987-07-04","GBP","77.4"
"1987-07-07","GBP","77.4"
"1987-07-08","GBP","77.73"
"1987-07-09","GBP","77.72"
"1987-07-10","GBP","77.27"
"1987-07-11","GBP","77.34"
"1987-07-14","GBP","77.57"
"1987-07-15","GBP","77.65"
"1987-07-16","GBP","77.65"
"1987-07-17","GBP","78.06"
"1987-07-18","GBP","77.93"
"1987-07-21","GBP","77.57"
"1987-07-22","GBP","77.37"
"1987-07-23","GBP","77.41"
"1987-07-24","GBP","77.27"
"1987-07-25","GBP","77.3"
"1987-07-28","GBP","77.15"
"1987-07-29","GBP","77.07"
"1987-07-30","GBP","77.16"
"1987-07-31","GBP","77.09"
"1987-08-01","GBP","76.77"
"1987-08-04","GBP","76.86"
"1987-08-05","GBP","76.67"
"1987-08-06","GBP","76.68"
"1987-08-07","GBP","76.5"
"1987-08-08","GBP","76.5"
"1987-08-11","GBP","76.38"
"1987-08-12","GBP","76.72"
"1987-08-13","GBP","76.75"
"1987-08-14","GBP","77.06"
"1987-08-15","GBP","76.91"
"1987-08-18","GBP","77.13"
"1987-08-19","GBP","77.16"
"1987-08-20","GBP","77.35"
"1987-08-25","GBP","77.65"
"1987-08-26","GBP","77.39"
"1987-08-27","GBP","77.23"
"1987-08-28","GBP","77.28"
"1987-08-29","GBP","77.44"
"1987-09-01","GBP","77.56"
"1987-09-02","GBP","77.82"
"1987-09-03","GBP","78.04"
"1987-09-04","GBP","78.19"
"1987-09-05","GBP","78.32"
"1987-09-08","GBP","78.28"
"1987-09-09","GBP","78.46"
"1987-09-10","GBP","78.43"
"1987-09-11","GBP","77.99"
"1987-09-12","GBP","78.22"
"1987-09-15","GBP","78.07"
"1987-09-16","GBP","78.03"
"1987-09-17","GBP","78.29"
"1987-09-18","GBP","78.24"
"1987-09-19","GBP","78.48"
"1987-09-22","GBP","78.52"
"1987-09-23","GBP","78.41"
"1987-09-24","GBP","78.2"
"1987-09-25","GBP","78.35"
"1987-09-26","GBP","78.08"
"1987-09-29","GBP","78.31"
"1987-09-30","GBP","78.02"
"1987-10-01","GBP","78.14"
"1987-10-02","GBP","77.96"
"1987-10-03","GBP","77.92"
"1987-10-06","GBP","77.99"
"1987-10-07","GBP","78.19"
"1987-10-08","GBP","78.38"
"1987-10-09","GBP","78.38"
"1987-10-10","GBP","78.47"
"1987-10-13","GBP","78.56"
"1987-10-14","GBP","78.49"
"1987-10-15","GBP","78.46"
"1987-10-16","GBP","78.77"
"1987-10-17","GBP","78.78"
"1987-10-20","GBP","79.05"
"1987-10-21","GBP","78.92"
"1987-10-22","GBP","78.5"
"1987-10-23","GBP","78.62"
"1987-10-24","GBP","78.55"
"1987-10-27","GBP","79.19"
"1987-10-28","GBP","79.23"
"1987-10-29","GBP","79.62"
"1987-10-30","GBP","79.93"
"1987-10-31","GBP","79.63"
"1987-11-03","GBP","79.92"
"1987-11-04","GBP","80.16"
"1987-11-05","GBP","80.4"
"1987-11-06","GBP","80.72"
"1987-11-07","GBP","80.91"
"1987-11-10","GBP","80.86"
"1987-11-11","GBP","85.05"
"1987-11-12","GBP","84.96"
"1987-11-13","GBP","84.6"
"1987-11-14","GBP","84.83"
"1987-11-17","GBP","84.33"
"1987-11-18","GBP","84.37"
"1987-11-19","GBP","84.52"
"1987-11-20","GBP","85.03"
"1987-11-21","GBP","85.19"
"1987-11-24","GBP","85.3"
"1987-11-25","GBP","84.93"
"1987-11-26","GBP","85.33"
"1987-11-27","GBP","85.38"
"1987-11-28","GBP","85.61"
"1987-12-01","GBP","86.03"
"1987-12-02","GBP","85.58"
"1987-12-03","GBP","85.61"
"1987-12-04","GBP","85.86"
"1987-12-05","GBP","85.81"
"1987-12-08","GBP","85.4"
"1987-12-09","GBP","85.46"
"1987-12-10","GBP","85.66"
"1987-12-11","GBP","85.61"
"1987-12-12","GBP","86.26"
"1987-12-15","GBP","86.4"
"1987-12-16","GBP","86.01"
"1987-12-17","GBP","85.68"
"1987-12-18","GBP","86.03"
"1987-12-19","GBP","85.83"
"1987-12-22","GBP","85.95"
"1987-12-23","GBP","85.88"
"1987-12-24","GBP","85.78"
"1987-12-29","GBP","86.2"
"1987-12-30","GBP","86.29"
"1987-12-31","GBP","86"
"1988-01-01","GBP","86"
"1988-01-02","GBP","86"
"1988-01-03","GBP","86"
"1988-01-04","GBP","86"
"1988-01-05","GBP","86.26"
"1988-01-06","GBP","86.46"
"1988-01-07","GBP","85.73"
"1988-01-08","GBP","85.48"
"1988-01-09","GBP","85.22"
"1988-01-10","GBP","85.22"
"1988-01-11","GBP","85.22"
"1988-01-12","GBP","85.69"
"1988-01-13","GBP","85.58"
"1988-01-14","GBP","85.86"
"1988-01-15","GBP","85.64"
"1988-01-16","GBP","85.7"
"1988-01-17","GBP","85.7"
"1988-01-18","GBP","85.7"
"1988-01-19","GBP","84.73"
"1988-01-20","GBP","84.77"
"1988-01-21","GBP","84.98"
"1988-01-22","GBP","85.21"
"1988-01-23","GBP","84.98"
"1988-01-24","GBP","84.98"
"1988-01-25","GBP","84.98"
"1988-01-26","GBP","84.64"
"1988-01-27","GBP","84.38"
"1988-01-28","GBP","84.6"
"1988-01-29","GBP","84.74"
"1988-01-30","GBP","84.54"
"1988-01-31","GBP","84.54"
"1988-02-01","GBP","84.54"
"1988-02-02","GBP","84.15"
"1988-02-03","GBP","84.31"
"1988-02-04","GBP","84.7"
"1988-02-05","GBP","84.58"
"1988-02-06","GBP","84.62"
"1988-02-07","GBP","84.62"
"1988-02-08","GBP","84.62"
"1988-02-09","GBP","84.28"
"1988-02-10","GBP","84.13"
"1988-02-11","GBP","84.3"
"1988-02-12","GBP","84.37"
"1988-02-13","GBP","84.4"
"1988-02-14","GBP","84.4"
"1988-02-15","GBP","84.4"
"1988-02-16","GBP","84.17"
"1988-02-17","GBP","84.13"
"1988-02-18","GBP","84.34"
"1988-02-19","GBP","84.3"
"1988-02-20","GBP","84.32"
"1988-02-21","GBP","84.32"
"1988-02-22","GBP","84.32"
"1988-02-23","GBP","84.56"
"1988-02-24","GBP","84.76"
"1988-02-25","GBP","84.84"
"1988-02-26","GBP","84.77"
"1988-02-27","GBP","84.87"
"1988-02-28","GBP","84.87"
"1988-02-29","GBP","84.87"
"1988-03-01","GBP","84.97"
"1988-03-02","GBP","84.98"
"1988-03-03","GBP","85.05"
"1988-03-04","GBP","85"
"1988-03-05","GBP","85.04"
"1988-03-06","GBP","85.04"
"1988-03-07","GBP","85.04"
"1988-03-08","GBP","86.01"
"1988-03-09","GBP","87.09"
"1988-03-10","GBP","87.39"
"1988-03-11","GBP","87.75"
"1988-03-12","GBP","87.71"
"1988-03-13","GBP","87.71"
"1988-03-14","GBP","87.71"
"1988-03-15","GBP","88.15"
"1988-03-16","GBP","87.97"
"1988-03-17","GBP","88.09"
"1988-03-18","GBP","88.19"
"1988-03-19","GBP","87.79"
"1988-03-20","GBP","87.79"
"1988-03-21","GBP","87.79"
"1988-03-22","GBP","87.75"
"1988-03-23","GBP","87.76"
"1988-03-24","GBP","88.18"
"1988-03-25","GBP","88.23"
"1988-03-26","GBP","87.98"
"1988-03-27","GBP","87.98"
"1988-03-28","GBP","87.98"
"1988-03-29","GBP","87.92"
"1988-03-30","GBP","88.59"
"1988-03-31","GBP","88.56"
"1988-04-01","GBP","88.97"
"1988-04-02","GBP","88.97"
"1988-04-03","GBP","88.97"
"1988-04-04","GBP","88.97"
"1988-04-05","GBP","88.97"
"1988-04-06","GBP","89.4"
"1988-04-07","GBP","89.39"
"1988-04-08","GBP","89.2"
"1988-04-09","GBP","89.48"
"1988-04-10","GBP","89.48"
"1988-04-11","GBP","89.48"
"1988-04-12","GBP","89.15"
"1988-04-13","GBP","88.53"
"1988-04-14","GBP","88.47"
"1988-04-15","GBP","88.33"
"1988-04-16","GBP","89.37"
"1988-04-17","GBP","89.37"
"1988-04-18","GBP","89.37"
"1988-04-19","GBP","89.87"
"1988-04-20","GBP","89.87"
"1988-04-21","GBP","89.89"
"1988-04-22","GBP","89.73"
"1988-04-23","GBP","90.01"
"1988-04-24","GBP","90.01"
"1988-04-25","GBP","90.01"
"1988-04-26","GBP","89.71"
"1988-04-27","GBP","89.43"
"1988-04-28","GBP","89.44"
"1988-04-29","GBP","89.47"
"1988-04-30","GBP","89.14"
"1988-05-01","GBP","89.14"
"1988-05-02","GBP","89.14"
"1988-05-03","GBP","89.43"
"1988-05-04","GBP","89.26"
"1988-05-05","GBP","89.19"
"1988-05-06","GBP","89.05"
"1988-05-07","GBP","89.19"
"1988-05-08","GBP","89.19"
"1988-05-09","GBP","89.19"
"1988-05-10","GBP","89.44"
"1988-05-11","GBP","89.96"
"1988-05-12","GBP","89.99"
"1988-05-13","GBP","89.85"
"1988-05-14","GBP","90.27"
"1988-05-15","GBP","90.27"
"1988-05-16","GBP","90.27"
"1988-05-17","GBP","90.5"
"1988-05-18","GBP","90.27"
"1988-05-19","GBP","89.56"
"1988-05-20","GBP","89.72"
"1988-05-21","GBP","89.69"
"1988-05-22","GBP","89.69"
"1988-05-23","GBP","89.69"
"1988-05-24","GBP","89.69"
"1988-05-25","GBP","89.94"
"1988-05-26","GBP","89.76"
"1988-05-27","GBP","89.8"
"1988-05-28","GBP","89.69"
"1988-05-29","GBP","89.69"
"1988-05-30","GBP","89.69"
"1988-05-31","GBP","89.76"
"1988-06-01","GBP","89.5"
"1988-06-02","GBP","88.86"
"1988-06-03","GBP","88.29"
"1988-06-04","GBP","87.45"
"1988-06-05","GBP","87.45"
"1988-06-06","GBP","87.45"
"1988-06-07","GBP","87.49"
"1988-06-08","GBP","87.52"
"1988-06-09","GBP","88.11"
"1988-06-10","GBP","87.84"
"1988-06-11","GBP","88.13"
"1988-06-12","GBP","88.13"
"1988-06-13","GBP","88.13"
"1988-06-14","GBP","88.55"
"1988-06-15","GBP","88.17"
"1988-06-16","GBP","87.48"
"1988-06-17","GBP","87.77"
"1988-06-18","GBP","87.17"
"1988-06-19","GBP","87.17"
"1988-06-20","GBP","87.17"
"1988-06-21","GBP","87.63"
"1988-06-22","GBP","87.66"
"1988-06-23","GBP","87.39"
"1988-06-24","GBP","87.36"
"1988-06-25","GBP","86.8"
"1988-06-26","GBP","86.8"
"1988-06-27","GBP","86.8"
"1988-06-28","GBP","86.1"
"1988-06-29","GBP","85.99"
"1988-06-30","GBP","85.66"
"1988-07-01","GBP","85.79"
"1988-07-02","GBP","85.44"
"1988-07-03","GBP","85.44"
"1988-07-04","GBP","85.44"
"1988-07-05","GBP","84.97"
"1988-07-06","GBP","85.27"
"1988-07-07","GBP","85.89"
"1988-07-08","GBP","85.96"
"1988-07-09","GBP","85.83"
"1988-07-10","GBP","85.83"
"1988-07-11","GBP","85.83"
"1988-07-12","GBP","85.71"
"1988-07-13","GBP","85.4"
"1988-07-14","GBP","85.55"
"1988-07-15","GBP","85.44"
"1988-07-16","GBP","85.34"
"1988-07-17","GBP","85.34"
"1988-07-18","GBP","85.34"
"1988-07-19","GBP","90.3"
"1988-07-20","GBP","90.98"
"1988-07-21","GBP","91.74"
"1988-07-22","GBP","92.04"
"1988-07-23","GBP","92.45"
"1988-07-24","GBP","92.45"
"1988-07-25","GBP","92.45"
"1988-07-26","GBP","92.68"
"1988-07-27","GBP","92.46"
"1988-07-28","GBP","92.31"
"1988-07-29","GBP","93.06"
"1988-07-30","GBP","92.68"
"1988-07-31","GBP","92.68"
"1988-08-01","GBP","92.68"
"1988-08-02","GBP","92.72"
"1988-08-03","GBP","92.71"
"1988-08-04","GBP","92.17"
"1988-08-05","GBP","92.55"
"1988-08-06","GBP","92.52"
"1988-08-07","GBP","92.52"
"1988-08-08","GBP","92.52"
"1988-08-09","GBP","92.25"
"1988-08-10","GBP","92.87"
"1988-08-11","GBP","92.57"
"1988-08-12","GBP","92.86"
"1988-08-13","GBP","92.98"
"1988-08-14","GBP","92.98"
"1988-08-15","GBP","92.98"
"1988-08-16","GBP","92.87"
"1988-08-17","GBP","92.98"
"1988-08-18","GBP","92.79"
"1988-08-19","GBP","92.62"
"1988-08-20","GBP","92.62"
"1988-08-21","GBP","92.62"
"1988-08-22","GBP","92.62"
"1988-08-23","GBP","92.49"
"1988-08-24","GBP","92.13"
"1988-08-25","GBP","91.57"
"1988-08-26","GBP","91.66"
"1988-08-27","GBP","91.52"
"1988-08-28","GBP","91.52"
"1988-08-29","GBP","91.52"
"1988-08-30","GBP","91.11"
"1988-08-31","GBP","91.22"
"1988-09-01","GBP","91.26"
"1988-09-02","GBP","91.16"
"1988-09-03","GBP","90.53"
"1988-09-04","GBP","90.53"
"1988-09-05","GBP","90.53"
"1988-09-06","GBP","90.78"
"1988-09-07","GBP","91.36"
"1988-09-08","GBP","91.49"
"1988-09-09","GBP","91.31"
"1988-09-10","GBP","91.19"
"1988-09-11","GBP","91.19"
"1988-09-12","GBP","91.19"
"1988-09-13","GBP","91.09"
"1988-09-14","GBP","91.25"
"1988-09-15","GBP","91.04"
"1988-09-16","GBP","91"
"1988-09-17","GBP","90.84"
"1988-09-18","GBP","90.84"
"1988-09-19","GBP","90.84"
"1988-09-20","GBP","90.74"
"1988-09-21","GBP","90.83"
"1988-09-22","GBP","90.95"
"1988-09-23","GBP","90.62"
"1988-09-24","GBP","90.46"
"1988-09-25","GBP","90.46"
"1988-09-26","GBP","90.46"
"1988-09-27","GBP","90.48"
"1988-09-28","GBP","90.75"
"1988-09-29","GBP","91.47"
"1988-09-30","GBP","91.51"
"1988-10-01","GBP","91.65"
"1988-10-02","GBP","91.65"
"1988-10-03","GBP","91.65"
"1988-10-04","GBP","91.67"
"1988-10-05","GBP","91.5"
"1988-10-06","GBP","91.5"
"1988-10-07","GBP","91.46"
"1988-10-08","GBP","91.63"
"1988-10-09","GBP","91.63"
"1988-10-10","GBP","91.63"
"1988-10-11","GBP","92.01"
"1988-10-12","GBP","92.46"
