"date","iso_4217","value"
"2009-07-14","CAD","171.4"
"2009-07-15","CAD","171.33"
"2009-07-16","CAD","173.63"
"2009-07-17","CAD","173.5"
"2009-07-20","CAD","174.03"
"2009-07-21","CAD","173.29"
"2009-07-22","CAD","172.9"
"2009-07-23","CAD","173.25"
"2009-07-24","CAD","173.61"
"2009-07-27","CAD","172.73"
"2009-07-28","CAD","172.95"
"2009-07-29","CAD","175.6"
"2009-07-30","CAD","175.28"
"2009-07-31","CAD","174.88"
"2009-08-03","CAD","173.39"
"2009-08-04","CAD","173.05"
"2009-08-05","CAD","172.25"
"2009-08-06","CAD","173.88"
"2009-08-07","CAD","175.63"
"2009-08-10","CAD","174.87"
"2009-08-11","CAD","174.33"
"2009-08-12","CAD","176.12"
"2009-08-13","CAD","173.62"
"2009-08-14","CAD","173.11"
"2009-08-17","CAD","175.05"
"2009-08-18","CAD","175.03"
"2009-08-19","CAD","175.2"
"2009-08-24","CAD","173.81"
"2009-08-25","CAD","174.08"
"2009-08-26","CAD","170.98"
"2009-08-27","CAD","171.79"
"2009-08-28","CAD","173.08"
"2009-08-31","CAD","173.4"
"2009-09-01","CAD","174.79"
"2009-09-02","CAD","176.14"
"2009-09-03","CAD","174.63"
"2009-09-04","CAD","174.81"
"2009-09-07","CAD","176.03"
"2009-09-08","CAD","175.94"
"2009-09-09","CAD","172.89"
"2009-09-10","CAD","173.25"
"2009-09-11","CAD","173.55"
"2009-09-14","CAD","174.28"
"2009-09-15","CAD","172.16"
"2009-09-16","CAD","171.97"
"2009-09-17","CAD","172.43"
"2009-09-18","CAD","172.06"
"2009-09-21","CAD","172.21"
"2009-09-22","CAD","171.63"
"2009-09-23","CAD","171.69"
"2009-09-24","CAD","170.77"
"2009-09-25","CAD","168.92"
"2009-09-28","CAD","168.27"
"2009-09-29","CAD","170.11"
"2009-09-30","CAD","171.74"
"2009-10-01","CAD","172.65"
"2009-10-02","CAD","170.81"
"2009-10-05","CAD","169.81"
"2009-10-06","CAD","169.73"
"2009-10-07","CAD","172.42"
"2009-10-08","CAD","173.39"
"2009-10-09","CAD","174.63"
"2009-10-12","CAD","176.44"
"2009-10-13","CAD","175.6"
"2009-10-14","CAD","174.85"
"2009-10-15","CAD","174.63"
"2009-10-16","CAD","173.44"
"2009-10-19","CAD","172.62"
"2009-10-20","CAD","171.91"
"2009-10-21","CAD","167.89"
"2009-10-22","CAD","169.23"
"2009-10-26","CAD","168.71"
"2009-10-27","CAD","169.12"
"2009-10-28","CAD","171.47"
"2009-10-29","CAD","172.36"
"2009-10-30","CAD","171.98"
"2009-11-02","CAD","172.3"
"2009-11-03","CAD","175.66"
"2009-11-04","CAD","177.13"
"2009-11-05","CAD","175.52"
"2009-11-06","CAD","173.36"
"2009-11-09","CAD","171.75"
"2009-11-10","CAD","171.46"
"2009-11-11","CAD","171.34"
"2009-11-12","CAD","172.44"
"2009-11-13","CAD","171.59"
"2009-11-16","CAD","170.72"
"2009-11-17","CAD","168.59"
"2009-11-18","CAD","169.07"
"2009-11-19","CAD","169.53"
"2009-11-20","CAD","169.43"
"2009-11-23","CAD","169.01"
"2009-11-24","CAD","169.15"
"2009-11-25","CAD","169.11"
"2009-11-26","CAD","170.24"
"2009-11-27","CAD","170.87"
"2009-11-30","CAD","171.56"
"2009-12-01","CAD","173.18"
"2009-12-02","CAD","171.48"
"2009-12-03","CAD","169.69"
"2009-12-04","CAD","169.69"
"2009-12-07","CAD","171.78"
"2009-12-08","CAD","172.86"
"2009-12-09","CAD","174.7"
"2009-12-10","CAD","176.79"
"2009-12-11","CAD","176.21"
"2009-12-14","CAD","174.86"
"2009-12-15","CAD","178.67"
"2009-12-16","CAD","179.82"
"2009-12-17","CAD","180.95"
"2009-12-18","CAD","180.03"
"2009-12-21","CAD","180.91"
"2009-12-22","CAD","180.55"
"2009-12-23","CAD","182.06"
"2009-12-28","CAD","181.02"
"2009-12-29","CAD","181.4"
"2009-12-30","CAD","180.85"
"2009-12-31","CAD","179.06"
"2010-01-04","CAD","179.99"
"2010-01-05","CAD","179.29"
"2010-01-06","CAD","180.46"
"2010-01-07","CAD","181.67"
"2010-01-08","CAD","181.84"
"2010-01-11","CAD","178.85"
"2010-01-12","CAD","178.63"
"2010-01-13","CAD","177.79"
"2010-01-14","CAD","178.74"
"2010-01-15","CAD","180.1"
"2010-01-18","CAD","181.36"
"2010-01-19","CAD","181.34"
"2010-01-20","CAD","182.17"
"2010-01-21","CAD","184.05"
"2010-01-22","CAD","182.94"
"2010-01-25","CAD","180.88"
"2010-01-26","CAD","182.46"
"2010-01-27","CAD","181.71"
"2010-01-28","CAD","183.08"
"2010-01-29","CAD","182.19"
"2010-02-01","CAD","181.81"
"2010-02-02","CAD","182.53"
"2010-02-03","CAD","182.09"
"2010-02-04","CAD","185.21"
"2010-02-05","CAD","186.29"
"2010-02-08","CAD","186.69"
"2010-02-09","CAD","185.5"
"2010-02-10","CAD","184.13"
"2010-02-11","CAD","186.49"
"2010-02-12","CAD","189.94"
"2010-02-15","CAD","190.45"
"2010-02-16","CAD","190.22"
"2010-02-17","CAD","189.23"
"2010-02-18","CAD","191.13"
"2010-02-19","CAD","191.48"
"2010-02-22","CAD","191.12"
"2010-02-23","CAD","189.75"
"2010-02-24","CAD","189.14"
"2010-02-25","CAD","189.88"
"2010-02-26","CAD","187.79"
"2010-03-01","CAD","187.97"
"2010-03-02","CAD","191.33"
"2010-03-03","CAD","189"
"2010-03-04","CAD","189.44"
"2010-03-05","CAD","190.15"
"2010-03-08","CAD","189.77"
"2010-03-09","CAD","191.08"
"2010-03-10","CAD","191.4"
"2010-03-11","CAD","190.34"
"2010-03-12","CAD","188.87"
"2010-03-16","CAD","189.7"
"2010-03-17","CAD","188.53"
"2010-03-18","CAD","189.18"
"2010-03-19","CAD","189.93"
"2010-03-22","CAD","192.52"
"2010-03-23","CAD","191.68"
"2010-03-24","CAD","193.33"
"2010-03-25","CAD","194.08"
"2010-03-26","CAD","193.02"
"2010-03-29","CAD","192.85"
"2010-03-30","CAD","193.18"
"2010-03-31","CAD","194.88"
"2010-04-01","CAD","193.98"
"2010-04-02","CAD","193.38"
"2010-04-06","CAD","197.86"
"2010-04-07","CAD","198.37"
"2010-04-08","CAD","200.1"
"2010-04-09","CAD","198.69"
"2010-04-12","CAD","193.65"
"2010-04-13","CAD","194.09"
"2010-04-14","CAD","193.27"
"2010-04-15","CAD","194.5"
"2010-04-16","CAD","193.92"
"2010-04-19","CAD","193.95"
"2010-04-20","CAD","194.08"
"2010-04-21","CAD","197.64"
"2010-04-22","CAD","197.15"
"2010-04-23","CAD","199.32"
"2010-04-26","CAD","197.36"
"2010-04-27","CAD","198.17"
"2010-04-28","CAD","203.23"
"2010-04-29","CAD","201.49"
"2010-04-30","CAD","199.33"
"2010-05-03","CAD","199.22"
"2010-05-04","CAD","203.26"
"2010-05-05","CAD","208.03"
"2010-05-06","CAD","209.27"
"2010-05-07","CAD","210.43"
"2010-05-10","CAD","204.78"
"2010-05-11","CAD","211.71"
"2010-05-12","CAD","211.6"
"2010-05-13","CAD","214.13"
"2010-05-14","CAD","214.91"
"2010-05-17","CAD","218.7"
"2010-05-18","CAD","217.25"
"2010-05-19","CAD","220.77"
"2010-05-20","CAD","214.34"
"2010-05-21","CAD","209.81"
"2010-05-25","CAD","213.09"
"2010-05-26","CAD","210.74"
"2010-05-27","CAD","213.81"
"2010-05-28","CAD","210.03"
"2010-05-31","CAD","213.34"
"2010-06-01","CAD","216.38"
"2010-06-02","CAD","214.49"
"2010-06-03","CAD","215.41"
"2010-06-04","CAD","222.02"
"2010-06-07","CAD","226.12"
"2010-06-08","CAD","226.09"
"2010-06-09","CAD","225.6"
"2010-06-10","CAD","225.5"
"2010-06-11","CAD","223.09"
"2010-06-14","CAD","222.57"
"2010-06-15","CAD","222.5"
"2010-06-16","CAD","220.75"
"2010-06-17","CAD","221.68"
"2010-06-18","CAD","219.51"
"2010-06-21","CAD","220.59"
"2010-06-22","CAD","222.33"
"2010-06-23","CAD","221.05"
"2010-06-24","CAD","220.56"
"2010-06-25","CAD","223.04"
"2010-06-28","CAD","221.72"
"2010-06-29","CAD","224.55"
"2010-06-30","CAD","223.29"
"2010-07-01","CAD","218.34"
"2010-07-02","CAD","214.97"
"2010-07-05","CAD","213.75"
"2010-07-06","CAD","213.52"
"2010-07-07","CAD","214.1"
"2010-07-08","CAD","213.17"
"2010-07-09","CAD","211.55"
"2010-07-12","CAD","215.96"
"2010-07-13","CAD","215.05"
"2010-07-14","CAD","211.16"
"2010-07-15","CAD","211.26"
"2010-07-16","CAD","207.85"
"2010-07-19","CAD","212.2"
"2010-07-20","CAD","212.33"
"2010-07-21","CAD","215.13"
"2010-07-22","CAD","212.64"
"2010-07-23","CAD","212.85"
"2010-07-26","CAD","214.56"
"2010-07-27","CAD","212.72"
"2010-07-28","CAD","210.45"
"2010-07-29","CAD","210.36"
"2010-07-30","CAD","210.97"
"2010-08-02","CAD","210.75"
"2010-08-03","CAD","207.21"
"2010-08-04","CAD","207.98"
"2010-08-05","CAD","210.72"
"2010-08-06","CAD","208.17"
"2010-08-09","CAD","204.7"
"2010-08-10","CAD","204.57"
"2010-08-11","CAD","207.91"
"2010-08-12","CAD","209.24"
"2010-08-13","CAD","209.75"
"2010-08-16","CAD","210.76"
"2010-08-17","CAD","208.31"
"2010-08-18","CAD","209.83"
"2010-08-19","CAD","210.08"
"2010-08-23","CAD","211.27"
"2010-08-24","CAD","212.6"
"2010-08-25","CAD","209.75"
"2010-08-26","CAD","210.8"
"2010-08-27","CAD","210.78"
"2010-08-30","CAD","212.41"
"2010-08-31","CAD","213.81"
"2010-09-01","CAD","211.32"
"2010-09-02","CAD","211.05"
"2010-09-03","CAD","210.2"
"2010-09-06","CAD","212.28"
"2010-09-07","CAD","215.68"
"2010-09-08","CAD","217.04"
"2010-09-09","CAD","217.57"
"2010-09-10","CAD","215.61"
"2010-09-13","CAD","214.87"
"2010-09-14","CAD","214.65"
"2010-09-15","CAD","210.65"
"2010-09-16","CAD","210.56"
"2010-09-17","CAD","210.19"
"2010-09-20","CAD","208.4"
"2010-09-21","CAD","207.35"
"2010-09-22","CAD","204.83"
"2010-09-23","CAD","203.3"
"2010-09-24","CAD","202.52"
"2010-09-27","CAD","201.17"
"2010-09-28","CAD","200.57"
"2010-09-29","CAD","197.46"
"2010-09-30","CAD","197.28"
"2010-10-01","CAD","195.6"
"2010-10-04","CAD","195.68"
"2010-10-05","CAD","194.4"
"2010-10-06","CAD","192.74"
"2010-10-07","CAD","192.97"
"2010-10-08","CAD","194.78"
"2010-10-11","CAD","195.07"
"2010-10-12","CAD","195.72"
"2010-10-13","CAD","194.21"
"2010-10-14","CAD","193.44"
"2010-10-15","CAD","193.64"
"2010-10-18","CAD","195.46"
"2010-10-19","CAD","194.09"
"2010-10-20","CAD","194.7"
"2010-10-21","CAD","192.4"
"2010-10-22","CAD","192.8"
"2010-10-25","CAD","191.52"
"2010-10-26","CAD","192.69"
"2010-10-27","CAD","193.75"
"2010-10-28","CAD","193.97"
"2010-10-29","CAD","193.63"
"2010-11-02","CAD","191.54"
"2010-11-03","CAD","192.29"
"2010-11-04","CAD","190.32"
"2010-11-05","CAD","192.96"
"2010-11-08","CAD","196.69"
"2010-11-09","CAD","197.09"
"2010-11-10","CAD","197.89"
"2010-11-11","CAD","200.98"
"2010-11-12","CAD","200.06"
"2010-11-15","CAD","200.33"
"2010-11-16","CAD","201.13"
"2010-11-17","CAD","200.92"
"2010-11-18","CAD","198.21"
"2010-11-19","CAD","196.76"
"2010-11-22","CAD","196.01"
"2010-11-23","CAD","198.24"
"2010-11-24","CAD","202.43"
"2010-11-25","CAD","205.74"
"2010-11-26","CAD","207.3"
"2010-11-29","CAD","207.86"
"2010-11-30","CAD","214.24"
"2010-12-01","CAD","210.04"
"2010-12-02","CAD","208.29"
"2010-12-03","CAD","209.75"
"2010-12-06","CAD","209.2"
"2010-12-07","CAD","207.29"
"2010-12-08","CAD","207.72"
"2010-12-09","CAD","207.74"
"2010-12-10","CAD","207.09"
"2010-12-13","CAD","208.38"
"2010-12-14","CAD","204.11"
"2010-12-15","CAD","205.49"
"2010-12-16","CAD","206.51"
"2010-12-17","CAD","203.66"
"2010-12-20","CAD","204.99"
"2010-12-21","CAD","206.27"
"2010-12-22","CAD","207.03"
"2010-12-23","CAD","207.56"
"2010-12-27","CAD","210.37"
"2010-12-28","CAD","210.1"
"2010-12-29","CAD","212.94"
"2010-12-30","CAD","211.16"
"2010-12-31","CAD","208.98"
"2011-01-03","CAD","211.18"
"2011-01-04","CAD","207.74"
"2011-01-05","CAD","208.89"
"2011-01-06","CAD","212.12"
"2011-01-07","CAD","213.37"
"2011-01-10","CAD","217.11"
"2011-01-11","CAD","217.29"
"2011-01-12","CAD","214.53"
"2011-01-13","CAD","211.87"
"2011-01-14","CAD","207.67"
"2011-01-17","CAD","210.21"
"2011-01-18","CAD","206.43"
"2011-01-19","CAD","203.98"
"2011-01-20","CAD","202.99"
"2011-01-21","CAD","204.1"
"2011-01-24","CAD","203.1"
"2011-01-25","CAD","203.83"
"2011-01-26","CAD","201.46"
"2011-01-27","CAD","201.11"
"2011-01-28","CAD","199.02"
"2011-01-31","CAD","200.21"
"2011-02-01","CAD","197.95"
"2011-02-02","CAD","197.27"
"2011-02-03","CAD","198.44"
"2011-02-04","CAD","200.15"
"2011-02-07","CAD","199.69"
"2011-02-08","CAD","199.32"
"2011-02-09","CAD","199.83"
"2011-02-10","CAD","200.43"
"2011-02-11","CAD","202.27"
"2011-02-14","CAD","204.57"
"2011-02-15","CAD","203.7"
"2011-02-16","CAD","202.77"
"2011-02-17","CAD","201.76"
"2011-02-18","CAD","201.96"
"2011-02-21","CAD","201.3"
"2011-02-22","CAD","203.85"
"2011-02-23","CAD","201.09"
"2011-02-24","CAD","202.2"
"2011-02-25","CAD","201.1"
"2011-02-28","CAD","201.83"
"2011-03-01","CAD","201.58"
"2011-03-02","CAD","202.24"
"2011-03-03","CAD","200.78"
"2011-03-04","CAD","200.78"
"2011-03-07","CAD","199.28"
"2011-03-08","CAD","200.34"
"2011-03-09","CAD","202.7"
"2011-03-10","CAD","203.37"
"2011-03-11","CAD","203.88"
"2011-03-16","CAD","199.76"
"2011-03-17","CAD","197.25"
"2011-03-18","CAD","198.18"
"2011-03-21","CAD","195.76"
"2011-03-22","CAD","194.71"
"2011-03-23","CAD","193.76"
"2011-03-24","CAD","194.49"
"2011-03-25","CAD","193.32"
"2011-03-28","CAD","193.59"
"2011-03-29","CAD","194.23"
"2011-03-30","CAD","194.81"
"2011-03-31","CAD","192.72"
"2011-04-01","CAD","194.11"
"2011-04-04","CAD","194.66"
"2011-04-05","CAD","193.64"
"2011-04-06","CAD","192.01"
"2011-04-07","CAD","192.71"
"2011-04-08","CAD","192.21"
"2011-04-11","CAD","191.57"
"2011-04-12","CAD","192.54"
"2011-04-13","CAD","191.58"
"2011-04-14","CAD","191.65"
"2011-04-15","CAD","191.82"
"2011-04-18","CAD","193.69"
"2011-04-19","CAD","194.55"
"2011-04-20","CAD","191.61"
"2011-04-21","CAD","190.4"
"2011-04-22","CAD","190.59"
"2011-04-26","CAD","190.1"
"2011-04-27","CAD","189.22"
"2011-04-28","CAD","187.6"
"2011-04-29","CAD","186.75"
"2011-05-02","CAD","187.86"
"2011-05-03","CAD","188.05"
"2011-05-04","CAD","187.4"
"2011-05-05","CAD","185.13"
"2011-05-06","CAD","188.87"
"2011-05-09","CAD","189.62"
"2011-05-10","CAD","191.01"
"2011-05-11","CAD","191.71"
"2011-05-12","CAD","194.43"
"2011-05-13","CAD","193.67"
"2011-05-16","CAD","195.13"
"2011-05-17","CAD","194.32"
"2011-05-18","CAD","193.07"
"2011-05-19","CAD","194.73"
"2011-05-20","CAD","192.97"
"2011-05-23","CAD","197.33"
"2011-05-24","CAD","196.37"
"2011-05-25","CAD","195.61"
"2011-05-26","CAD","194.14"
"2011-05-27","CAD","193.51"
"2011-05-30","CAD","192.15"
"2011-05-31","CAD","190.54"
"2011-06-01","CAD","190.88"
"2011-06-02","CAD","188.9"
"2011-06-03","CAD","187.39"
"2011-06-06","CAD","184.65"
"2011-06-07","CAD","185.2"
"2011-06-08","CAD","185.06"
"2011-06-09","CAD","185.49"
"2011-06-10","CAD","187.45"
"2011-06-14","CAD","187.97"
"2011-06-15","CAD","191.12"
"2011-06-16","CAD","193.15"
"2011-06-17","CAD","192.09"
"2011-06-20","CAD","192.35"
"2011-06-21","CAD","190.5"
"2011-06-22","CAD","190.85"
"2011-06-23","CAD","193.16"
"2011-06-24","CAD","192.03"
"2011-06-27","CAD","191.83"
"2011-06-28","CAD","190.39"
"2011-06-29","CAD","190.42"
"2011-06-30","CAD","189.84"
"2011-07-01","CAD","189.23"
"2011-07-04","CAD","189.44"
"2011-07-05","CAD","190.01"
"2011-07-06","CAD","191.35"
"2011-07-07","CAD","191.42"
"2011-07-08","CAD","191.59"
"2011-07-11","CAD","194.5"
"2011-07-12","CAD","198.99"
"2011-07-13","CAD","198.88"
"2011-07-14","CAD","197.22"
"2011-07-15","CAD","199.45"
"2011-07-18","CAD","202.2"
"2011-07-19","CAD","200.06"
"2011-07-20","CAD","200.94"
"2011-07-21","CAD","199.03"
"2011-07-22","CAD","195.96"
"2011-07-25","CAD","197.32"
"2011-07-26","CAD","196.2"
"2011-07-27","CAD","195.95"
"2011-07-28","CAD","196.38"
"2011-07-29","CAD","199.11"
"2011-08-01","CAD","195.49"
"2011-08-02","CAD","198.53"
"2011-08-03","CAD","199.76"
"2011-08-04","CAD","197"
"2011-08-05","CAD","197.65"
"2011-08-08","CAD","194.74"
"2011-08-09","CAD","193.57"
"2011-08-10","CAD","194.05"
"2011-08-11","CAD","195.18"
"2011-08-12","CAD","194.95"
"2011-08-15","CAD","191.35"
"2011-08-16","CAD","190.61"
"2011-08-17","CAD","191.46"
"2011-08-18","CAD","191.14"
"2011-08-19","CAD","193.4"
"2011-08-22","CAD","191.83"
"2011-08-23","CAD","190.1"
"2011-08-24","CAD","190.79"
"2011-08-25","CAD","190.67"
"2011-08-26","CAD","191.53"
"2011-08-29","CAD","192.09"
"2011-08-30","CAD","192.41"
"2011-08-31","CAD","192.04"
"2011-09-01","CAD","195.14"
"2011-09-02","CAD","197.43"
"2011-09-05","CAD","198.57"
"2011-09-06","CAD","196.4"
"2011-09-07","CAD","198.37"
"2011-09-08","CAD","198.95"
"2011-09-09","CAD","203.88"
"2011-09-12","CAD","207.98"
"2011-09-13","CAD","209.83"
"2011-09-14","CAD","211.7"
"2011-09-15","CAD","210.74"
"2011-09-16","CAD","210.72"
"2011-09-19","CAD","215.15"
"2011-09-20","CAD","215.04"
"2011-09-21","CAD","213.65"
"2011-09-22","CAD","212.09"
"2011-09-23","CAD","207.85"
"2011-09-26","CAD","209.01"
"2011-09-27","CAD","208.19"
"2011-09-28","CAD","206.59"
"2011-09-29","CAD","206.9"
"2011-09-30","CAD","206.9"
"2011-10-03","CAD","210.69"
"2011-10-04","CAD","214.02"
"2011-10-05","CAD","213.06"
"2011-10-06","CAD","212.78"
"2011-10-07","CAD","213.13"
"2011-10-10","CAD","209.99"
"2011-10-11","CAD","210.41"
"2011-10-12","CAD","208.72"
"2011-10-13","CAD","207.81"
"2011-10-14","CAD","207.3"
"2011-10-17","CAD","208.65"
"2011-10-18","CAD","212.81"
"2011-10-19","CAD","211.49"
"2011-10-20","CAD","212.12"
"2011-10-21","CAD","214.47"
"2011-10-24","CAD","213.18"
"2011-10-25","CAD","212.97"
"2011-10-26","CAD","211.22"
"2011-10-27","CAD","216.27"
"2011-10-28","CAD","214.31"
"2011-11-02","CAD","218.84"
"2011-11-03","CAD","219.11"
"2011-11-04","CAD","216.52"
"2011-11-07","CAD","219.74"
"2011-11-08","CAD","220.18"
"2011-11-09","CAD","222.93"
"2011-11-10","CAD","222.22"
"2011-11-11","CAD","224.32"
"2011-11-14","CAD","226.41"
"2011-11-15","CAD","228.2"
"2011-11-16","CAD","226.32"
"2011-11-17","CAD","227.5"
"2011-11-18","CAD","222.52"
"2011-11-21","CAD","219.98"
"2011-11-22","CAD","217.16"
"2011-11-23","CAD","219.15"
"2011-11-24","CAD","221.21"
"2011-11-25","CAD","226.65"
"2011-11-28","CAD","223.38"
"2011-11-29","CAD","224.5"
"2011-11-30","CAD","227.01"
"2011-12-01","CAD","220.68"
"2011-12-02","CAD","223.05"
"2011-12-05","CAD","220.42"
"2011-12-06","CAD","220.8"
"2011-12-07","CAD","221.41"
"2011-12-08","CAD","222.56"
"2011-12-09","CAD","224.31"
"2011-12-12","CAD","224.21"
"2011-12-13","CAD","225.42"
"2011-12-14","CAD","224.94"
"2011-12-15","CAD","225.38"
"2011-12-16","CAD","223.65"
"2011-12-19","CAD","224.92"
"2011-12-20","CAD","223.96"
"2011-12-21","CAD","223.93"
"2011-12-22","CAD","228.71"
"2011-12-23","CAD","230.03"
"2011-12-27","CAD","229.81"
"2011-12-28","CAD","230.62"
"2011-12-29","CAD","234.67"
"2011-12-30","CAD","235.57"
"2012-01-02","CAD","238.81"
"2012-01-03","CAD","238.86"
"2012-01-04","CAD","241.9"
"2012-01-05","CAD","245.76"
"2012-01-06","CAD","242.63"
"2012-01-09","CAD","239.15"
"2012-01-10","CAD","240.94"
"2012-01-11","CAD","239.8"
"2012-01-12","CAD","239.4"
"2012-01-13","CAD","236.99"
"2012-01-16","CAD","240.23"
"2012-01-17","CAD","240.25"
"2012-01-18","CAD","236.23"
"2012-01-19","CAD","232.6"
"2012-01-20","CAD","232.97"
"2012-01-23","CAD","231.98"
"2012-01-24","CAD","229.09"
"2012-01-25","CAD","226.99"
"2012-01-26","CAD","223.2"
"2012-01-27","CAD","223.87"
"2012-01-30","CAD","223.93"
"2012-01-31","CAD","222.91"
"2012-02-01","CAD","223.47"
"2012-02-02","CAD","222.77"
"2012-02-03","CAD","221.52"
"2012-02-06","CAD","225.27"
"2012-02-07","CAD","222.8"
"2012-02-08","CAD","219.37"
"2012-02-09","CAD","220.32"
"2012-02-10","CAD","220.94"
"2012-02-13","CAD","219.95"
"2012-02-14","CAD","220.87"
"2012-02-15","CAD","221.4"
"2012-02-16","CAD","225"
"2012-02-17","CAD","221.48"
"2012-02-20","CAD","219.6"
"2012-02-21","CAD","217.32"
"2012-02-22","CAD","217.55"
"2012-02-23","CAD","216.95"
"2012-02-24","CAD","216.15"
"2012-02-27","CAD","216.84"
"2012-02-28","CAD","216.98"
"2012-02-29","CAD","217.04"
"2012-03-01","CAD","218.34"
"2012-03-02","CAD","219.72"
"2012-03-05","CAD","222.61"
"2012-03-06","CAD","223.36"
"2012-03-07","CAD","223.89"
"2012-03-08","CAD","222.93"
"2012-03-09","CAD","224.25"
"2012-03-12","CAD","225.08"
"2012-03-13","CAD","225.55"
"2012-03-14","CAD","225.04"
"2012-03-19","CAD","222.16"
"2012-03-20","CAD","222.03"
"2012-03-21","CAD","221.22"
"2012-03-22","CAD","224.35"
"2012-03-23","CAD","221.43"
"2012-03-26","CAD","222.21"
"2012-03-27","CAD","219.71"
"2012-03-28","CAD","219.51"
"2012-03-29","CAD","220.24"
"2012-03-30","CAD","222.19"
"2012-04-02","CAD","220.53"
"2012-04-03","CAD","222.69"
"2012-04-04","CAD","225.35"
"2012-04-05","CAD","226.57"
"2012-04-06","CAD","227.85"
"2012-04-10","CAD","226.47"
"2012-04-11","CAD","227.31"
"2012-04-12","CAD","226.56"
"2012-04-13","CAD","226.94"
"2012-04-16","CAD","229.78"
"2012-04-17","CAD","226.98"
"2012-04-18","CAD","229.34"
"2012-04-19","CAD","229.21"
"2012-04-20","CAD","226.72"
"2012-04-23","CAD","228.18"
"2012-04-24","CAD","228.89"
"2012-04-25","CAD","224.18"
"2012-04-26","CAD","221.07"
"2012-04-27","CAD","221.3"
"2012-05-02","CAD","218.78"
"2012-05-03","CAD","219.01"
"2012-05-04","CAD","219.33"
"2012-05-07","CAD","221.11"
"2012-05-08","CAD","221.3"
"2012-05-09","CAD","221.64"
"2012-05-10","CAD","223.34"
"2012-05-11","CAD","222.73"
"2012-05-14","CAD","226.17"
"2012-05-15","CAD","227.12"
"2012-05-16","CAD","230.26"
"2012-05-17","CAD","230.1"
"2012-05-18","CAD","231.33"
"2012-05-21","CAD","228.39"
"2012-05-22","CAD","228.13"
"2012-05-23","CAD","233.56"
"2012-05-24","CAD","233.17"
"2012-05-25","CAD","232.11"
"2012-05-29","CAD","232.72"
"2012-05-30","CAD","233.89"
"2012-05-31","CAD","235.72"
"2012-06-01","CAD","237.37"
"2012-06-04","CAD","235.31"
"2012-06-05","CAD","234.51"
"2012-06-06","CAD","232.11"
"2012-06-07","CAD","230.39"
"2012-06-08","CAD","231.16"
"2012-06-11","CAD","228.86"
"2012-06-12","CAD","230.59"
"2012-06-13","CAD","231.04"
"2012-06-14","CAD","230.29"
"2012-06-15","CAD","229.04"
"2012-06-18","CAD","225.66"
"2012-06-19","CAD","224.61"
"2012-06-20","CAD","222.5"
"2012-06-21","CAD","220.4"
"2012-06-22","CAD","222.74"
"2012-06-25","CAD","224.01"
"2012-06-26","CAD","223.57"
"2012-06-27","CAD","223.23"
"2012-06-28","CAD","225.53"
"2012-06-29","CAD","223.52"
"2012-07-02","CAD","222.09"
"2012-07-03","CAD","222.78"
"2012-07-04","CAD","223.65"
"2012-07-05","CAD","226.46"
"2012-07-06","CAD","227.84"
"2012-07-09","CAD","230.92"
"2012-07-10","CAD","229"
"2012-07-11","CAD","229.53"
"2012-07-12","CAD","231.5"
"2012-07-13","CAD","233.84"
"2012-07-16","CAD","233.1"
"2012-07-17","CAD","230.36"
"2012-07-18","CAD","229.8"
"2012-07-19","CAD","229.48"
"2012-07-20","CAD","230.48"
"2012-07-23","CAD","234.06"
"2012-07-24","CAD","233.11"
"2012-07-25","CAD","233.93"
"2012-07-26","CAD","233.49"
"2012-07-27","CAD","229.87"
"2012-07-30","CAD","228.46"
"2012-07-31","CAD","227.01"
"2012-08-01","CAD","227.51"
"2012-08-02","CAD","227.64"
"2012-08-03","CAD","227.43"
"2012-08-06","CAD","223.77"
"2012-08-07","CAD","223.51"
"2012-08-08","CAD","225.04"
"2012-08-09","CAD","225.99"
"2012-08-10","CAD","228.01"
"2012-08-13","CAD","228.43"
"2012-08-14","CAD","227.27"
"2012-08-15","CAD","227.89"
"2012-08-16","CAD","229.31"
"2012-08-17","CAD","227.88"
"2012-08-21","CAD","225.65"
"2012-08-22","CAD","223.79"
"2012-08-23","CAD","222.53"
"2012-08-24","CAD","223.25"
"2012-08-27","CAD","223.8"
"2012-08-28","CAD","224.31"
"2012-08-29","CAD","227.62"
"2012-08-30","CAD","228.57"
"2012-08-31","CAD","227.87"
"2012-09-03","CAD","229.94"
"2012-09-04","CAD","228.87"
"2012-09-05","CAD","230.61"
"2012-09-06","CAD","227.77"
"2012-09-07","CAD","231.4"
"2012-09-10","CAD","228.09"
"2012-09-11","CAD","228.43"
"2012-09-12","CAD","224.96"
"2012-09-13","CAD","225.1"
"2012-09-14","CAD","223.46"
"2012-09-17","CAD","222.06"
"2012-09-18","CAD","222.87"
"2012-09-19","CAD","223.37"
"2012-09-20","CAD","224.08"
"2012-09-21","CAD","221.95"
"2012-09-24","CAD","224.17"
"2012-09-25","CAD","223.81"
"2012-09-26","CAD","225.9"
"2012-09-27","CAD","225.22"
"2012-09-28","CAD","223.94"
"2012-10-01","CAD","224.99"
"2012-10-02","CAD","225.45"
"2012-10-03","CAD","224.3"
"2012-10-04","CAD","224.15"
"2012-10-05","CAD","221.78"
"2012-10-08","CAD","223.9"
"2012-10-09","CAD","224.98"
"2012-10-10","CAD","224.64"
"2012-10-11","CAD","223.89"
"2012-10-12","CAD","221.76"
