date,value
2000-01-04,6.936987675529082
2000-01-05,2.8283864349394605
2000-01-06,0.16978519434982786
2000-01-07,-0.3388160462397991
2000-01-10,1.6953802319912938
2000-01-11,-2.0832210085983434
2000-01-12,-3.4018222491734207
2000-01-13,-2.5704234897630442
2000-01-14,-1.1390247303526735
2000-01-17,2.055171547878416
2000-01-18,2.256570307288797
2000-01-19,0.03796906669916211
2000-01-20,1.5993678261095283
2000-01-21,1.6307665855198934
2000-01-24,3.314962863765544
2000-01-25,1.3363616231759181
2000-01-26,2.097760382586273
2000-01-27,2.6891591419966403
2000-01-28,8.200557901407024
2000-01-31,4.664754179638123
2000-02-01,5.916152939048487
2000-02-02,2.667551698458851
2000-02-03,2.8289504578837636
2000-02-04,-0.2296507827058747
2000-02-07,-0.38545450447475105
2000-02-08,-2.074055745064385
2000-02-09,-3.4726569856540266
2000-02-10,-3.5812582262436763
2000-02-11,-4.239859466833309
2000-02-14,-2.835663188587631
2000-02-15,-2.8942644291772694
2000-02-16,-2.522865669766901
2000-02-17,-7.241466910356536
2000-02-18,-7.780068150946164
2000-02-21,-8.745871872715071
2000-02-22,-11.55447311330471
2000-02-23,-11.553074353894345
2000-02-24,-11.811675594483972
2000-02-25,-9.090276835059058
2000-02-28,-2.0160805568279443
2000-02-29,-4.944681797417587
2000-03-01,-1.2732830380072073
2000-03-02,1.8381157214031418
2000-03-03,2.6595144808135274
2000-03-06,4.163710759044619
2000-03-07,3.5151095184695578
2000-03-08,4.606508277879925
2000-03-09,5.2379070372902845
2000-03-10,4.469305796700638
2000-03-13,4.7635020749317505
2000-03-14,9.034900834342125
2000-03-16,5.237698353162841
2000-03-17,4.119097112573229
2000-03-20,0.16329339081886474
2000-03-21,0.4346921502292389
2000-03-22,2.746090909639605
2000-03-23,1.0274896690499702
2000-03-24,0.3188884284603546
2000-03-27,-1.8169152933085684
2000-03-28,2.3344834661018012
2000-03-29,-4.2955674262190655
2000-03-30,-1.6678185476987437
2000-03-31,-1.7200696691784856
2000-04-03,0.18317696638422376
2000-04-04,-0.6690741550955295
2000-04-05,-3.7813252765752168
2000-04-06,-2.0035763980549177
2000-04-07,-1.4958275195328383
2000-04-10,-4.392580883971959
2000-04-11,-8.044832005451667
2000-04-12,-3.617083126931391
2000-04-13,-4.2693342484092796
2000-04-14,-3.8315853698890123
2000-04-17,1.3916612656718712
2000-04-18,2.529410144193946
2000-04-19,2.0971590227142656
2000-04-20,3.3949079012345464
2000-04-21,1.4026567797548068
2000-04-25,2.45365229383782
2000-04-26,6.46140117235808
2000-04-27,4.669150050878386
2000-04-28,6.9268989293986465
2000-05-02,1.857894443481655
2000-05-03,4.495643322001911
2000-05-04,5.583392200522212
2000-05-05,8.401141079044294
2000-05-08,4.214387714605209
2000-05-09,4.032136593125472
2000-05-10,-0.0601145283542337
2000-05-11,0.06763435016785024
2000-05-12,4.515383228688165
2000-05-15,-0.3513701357509831
2000-05-16,2.0763787427692932
2000-05-17,4.264127621291436
2000-05-18,5.88187649981171
2000-05-19,9.279625378331957
2000-05-22,9.75287201389466
2000-05-23,6.670620892414945
2000-05-24,7.238369770935265
2000-05-25,7.766118649455507
2000-05-26,4.423867527975801
2000-05-29,1.3271141635385106
2000-05-30,-0.8951369579411903
2000-05-31,-0.1473880794209208
2000-06-01,-4.07963920090063
2000-06-02,-5.131890322378524
2000-06-05,-5.9886436868176816
2000-06-06,-4.640894808297389
2000-06-07,-3.2431459297770857
2000-06-08,-4.775397051254998
2000-06-09,-5.5176481727347095
2000-06-13,-5.5866526586535485
2000-06-14,-7.438903780131454
2000-06-15,-4.261154901611178
2000-06-16,-3.8734060230908653
2000-06-19,-6.0101593875281765
2000-06-20,-3.6624105090078842
2000-06-21,-1.3746616304875943
2000-06-22,1.2730872480326525
2000-06-23,5.350836126552963
2000-06-26,6.16408276211564
2000-06-27,0.9218316406359577
2000-06-28,0.15958051915623628
2000-06-29,2.047329397676492
2000-06-30,-3.1849217238031997
2000-07-03,-3.2016750882405063
2000-07-04,-2.6639262097202163
2000-07-05,-4.806177331199933
2000-07-06,-6.838428452677846
2000-07-07,-6.38067957415754
2000-07-10,-5.077432938596672
2000-07-11,-5.869684060076395
2000-07-12,-6.001935181554302
2000-07-13,-3.784186303034005
2000-07-14,-3.8764374245137105
2000-07-17,-5.283190788951032
2000-07-18,-3.5954419104307362
2000-07-19,0.11230696808956964
2000-07-20,-0.03994415339019497
2000-07-21,-4.672195274869864
2000-07-24,-5.008948639307221
2000-07-25,-6.7011997607869205
2000-07-26,-8.103450882266628
2000-07-27,-6.745702003746345
2000-07-28,-4.337953125226022
2000-07-31,-3.834706489663347
2000-08-01,-4.906957611143071
2000-08-02,-0.2292087326227943
2000-08-03,2.368540145899317
2000-08-04,4.286289024419602
2000-08-07,2.499535659980438
2000-08-08,3.717284538500735
2000-08-09,7.2050334170228325
2000-08-10,6.18278229554312
2000-08-11,1.8605311740634534
2000-08-14,3.823777809626108
2000-08-15,-0.008473311853606447
2000-08-16,1.6392755666666972
2000-08-17,1.3370244451869553
2000-08-18,-0.2452266762927593
2000-08-21,5.608019959269939
2000-08-22,6.045768837790263
2000-08-23,9.913517716310537
2000-08-24,8.28126659483081
2000-08-25,8.0690154733511
2000-08-28,-11.383865620497374
2000-08-29,-11.618879229453455
2000-08-30,-6.753892838402237
2000-08-31,-8.478906447358327
2000-09-01,-7.463920056307131
2000-09-04,-8.998960883160748
2000-09-05,-8.123974492116815
2000-09-06,-2.4689881010656336
2000-09-07,2.705998289985587
2000-09-08,0.990984681029488
